duration,protocol_type_enc,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_rerror_rate,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,bytes_per_sec,packets_per_sec,avg_fwd_iat,avg_bwd_iat,syn_count,fin_count,rst_count,flag_ratio,label,is_attack
91.72763949282377,0,2146.241737349826,2044.7712651540498,0,0,1,0,0,19.590915395939827,26,0.004879926457882785,0.013410573167990714,0.19902517149511767,0.9425307888004485,0.07792587252094815,201,43,0.6221663069523049,0.17226379732174535,0.014829582949247539,0.12661332607099246,193,39,2146,2044,2462.835680810061,25.23909811645055,41.43638544204609,287.772579854234,2.7934697033115405,0,1,0.3673100642433341,NORMAL,0
19.807034711609333,1,1590.0322198537963,1875.9019809874962,0,0,5,0,0,54.16839992656102,106,0.002657001770343488,0.0189919412543095,0.21218579408804172,0.9646186118599561,0.8216112350131972,107,17,0.5306615674693367,0.4092941168993769,0.03393556707066403,0.17383927964159857,342,31,1590,1875,20199.21943602436,57.77190809715009,705.9235079944012,705.2891634005156,2.908591657172193,4,1,0.13301682843578835,DNSTunnel,1
2.6261297123085345,1,249.53838511981897,183.02859501484323,0,0,7,2,2,56.93479819930838,42,0.08727158833174525,0.0630260113102596,0.1053866922323586,1.0022917329931575,0.31283168599498373,16,51,0.9933597478826014,0.406690631861784,0.0245914528755601,0.16734229442985032,154,63,249,183,8559.537358198102,56.5848686675808,356.0500189538892,520.9036976941551,153.57584229719365,1,0,0.7040896440626472,BruteForce,1
3.6386113920544796,2,259.74575841565695,232.11812787076167,0,0,7,1,0,144.29783247408724,81,0.06324412986370659,0.02022084706912738,0.23824152195284143,0.9141645774990177,0.9814659501852525,32,92,0.6996643609344695,0.03571497939445861,0.023014615926590837,0.07256604272158922,167,158,259,232,4674.211617590257,107.58066729110162,249.0343409534519,878.0610438916317,37.590888021614376,0,2,0.12284757990721216,BruteForce,1
116.03949961926857,2,6365.756605168558,11833.507176447634,0,0,7,0,2,11.330227069502454,134,0.03646196110379963,0.04809104283000786,0.09850836150140664,0.8181745351506926,0.05354347898300032,233,244,0.826293670280051,0.4021959139735387,0.02663611380328701,0.12658352585352414,424,15,6365,11833,2521.9575362263113,5.520429238208938,734.8931623102908,202.40459312571835,1.4957351768695633,1,1,0.23998647546804108,NORMAL,0
90.05118883015541,2,5148.728409585447,14383.35743125869,0,0,2,0,2,11.065308496242844,113,0.04734771232918511,0.09619418822585397,0.158809252348279,0.7444057302495795,0.08802074431508781,224,179,0.7798258572126824,0.26969246293223736,0.03843470705887491,0.15462456990045026,131,29,5148,14383,2600.805599854222,11.991279837802434,885.8614340697748,891.4929833318674,1.7907446337471113,1,2,0.3845560046475145,NORMAL,0
2.200945639230569,2,308.1728462405367,183.95585969946205,0,0,1,1,0,171.72539847573356,137,0.16311335813861305,0.08187402933554538,0.2401652426419274,0.9216791906294464,0.5123334371758225,253,129,0.9097677679260753,0.07348153348321296,0.032870933276042694,0.09236988762276739,178,100,308,183,8089.49637074174,50.95814144375152,742.7056132455043,625.1688783197122,123.41691356098211,4,2,0.27935779772098185,BruteForce,1
0.48748182825808317,2,81.91413831937905,22.072064113661984,0,0,2,0,0,437.3567639657838,184,0.9923811499886844,0.3365942922527255,0.1804135876800098,0.9309290169455265,0.8546511263626744,43,41,0.7999026970770131,0.36442199769065603,0.6214412049633365,0.08605554454401979,480,83,81,22,319139.11365578865,2761.9022370970556,400.67297437486616,453.6393878301567,305.8249953495579,3,29,31.648705137053007,DoS,1
12.26426854121594,2,1212.9806805761166,1432.3274383601556,0,0,1,0,0,142.76598511386698,164,0.015137895310549727,0.004638983142879016,0.22733404030120877,0.9416340366722903,0.7825185773110876,51,3,0.9243104512997984,0.05352678697875085,0.03671960610404506,0.18926051741476346,460,151,1212,1432,1572.7954382053094,184.56761883337572,131.73941029409485,709.2482575186132,3.072901431360529,0,1,0.4718165990864131,DNSTunnel,1
0.7154649682783205,1,65.424670463656,6.58133265127271,0,0,5,0,1,218.53934261120764,104,0.8603153143757319,0.9619396365863128,0.0993342454162852,0.9717095395961496,0.32887794667276005,102,139,0.7335242497007225,0.23526472898104456,0.46373254205797654,0.06685699898746943,203,90,65,6,408963.75829883997,1691.081116976915,870.6925198277283,358.29616989310665,170.58235358067964,2,32,10.856845499549582,DoS,1
3.7155121662180255,2,371.70092320923595,232.46780220668,0,0,2,0,1,193.42239389182203,33,0.2058710699197698,0.053708376601452036,0.1275656536707066,0.9593987450855102,0.8425928559063287,102,96,0.9901774646460129,0.2406012383419429,0.01345114499087673,0.1601184970412767,202,37,371,232,7229.1509517729555,97.91179589957845,463.0191323974859,271.71254744794214,45.74973615120916,1,0,0.2871723572913895,BruteForce,1
3.7614745667217337,1,246.05494123610475,413.9298300398214,0,0,5,3,2,120.17207159400147,49,0.19584038972885803,0.0322176974081926,0.10829405512125105,0.926821329858174,0.735202432440911,120,185,0.965421356040172,0.43740788171370887,0.04447403225369992,0.177875668233506,455,71,246,413,468.0019465983544,62.15644626718032,442.60424305208846,174.98398906943123,113.11279179944357,4,1,0.8727086779015011,BruteForce,1
1.0758019877562128,0,166.96413468740846,429.33858057076,1,0,1,1,2,33.15244597097235,137,0.03680077492589245,0.06766115698348903,0.15411484613870322,0.9333484978018809,0.9498824140496338,212,214,0.7602944190607028,0.30529474323807065,0.03863296153089636,0.026283877929892042,328,31,166,429,1177.0542346889847,60.618421073909985,848.554594333796,352.1918443605888,20.28936098153323,4,0,0.2001045671274419,BruteForce,1
